,Date,Price (Euros)
0,19.09.2022,0.25
1,21.09.2022,0.25
2,22.09.2022,0.14
3,25.09.2022,0.09
4,26.09.2022,0.1
5,27.09.2022,0.09
6,28.09.2022,0.14
7,29.09.2022,0.1
8,30.09.2022,0.12
9,01.10.2022,0.14
10,02.10.2022,0.11
11,03.10.2022,0.1
12,04.10.2022,0.17
